MouseEvent,611,783,1493283314803,mousemove
MouseEvent,611,782,1493283314810,mousemove
MouseEvent,611,781,1493283314843,mousemove
MouseEvent,611,781,1493283314955,mousemove
MouseEvent,611,780,1493283315123,mousemove
MouseEvent,611,780,1493283315154,mousemove
MouseEvent,611,779,1493283315227,mousemove
MouseEvent,611,779,1493283316082,mousemove
MouseEvent,613,777,1493283316090,mousemove
MouseEvent,614,777,1493283316098,mousemove
MouseEvent,617,776,1493283316106,mousemove
MouseEvent,618,775,1493283316114,mousemove
MouseEvent,621,774,1493283316122,mousemove
MouseEvent,626,774,1493283316130,mousemove
MouseEvent,626,773,1493283316138,mousemove
MouseEvent,628,773,1493283316146,mousemove
MouseEvent,629,773,1493283316154,mousemove
MouseEvent,631,773,1493283316162,mousemove
MouseEvent,632,773,1493283316171,mousemove
MouseEvent,633,773,1493283316178,mousemove
MouseEvent,635,773,1493283316186,mousemove
MouseEvent,635,773,1493283316194,mousemove
MouseEvent,637,773,1493283316202,mousemove
MouseEvent,639,773,1493283316210,mousemove
MouseEvent,642,773,1493283316218,mousemove
MouseEvent,646,773,1493283316226,mousemove
MouseEvent,651,773,1493283316234,mousemove
MouseEvent,658,773,1493283316242,mousemove
MouseEvent,665,771,1493283316250,mousemove
MouseEvent,674,768,1493283316258,mousemove
MouseEvent,683,761,1493283316268,mousemove
MouseEvent,689,752,1493283316274,mousemove
MouseEvent,699,729,1493283316282,mousemove
MouseEvent,712,698,1493283316290,mousemove
MouseEvent,725,651,1493283316298,mousemove
MouseEvent,746,597,1493283316306,mousemove
MouseEvent,769,541,1493283316314,mousemove
MouseEvent,792,485,1493283316323,mousemove
MouseEvent,811,442,1493283316330,mousemove
MouseEvent,827,397,1493283316339,mousemove
MouseEvent,838,355,1493283316346,mousemove
MouseEvent,845,317,1493283316357,mousemove
MouseEvent,847,278,1493283316366,mousemove
MouseEvent,841,243,1493283316374,mousemove
MouseEvent,823,207,1493283316378,mousemove
MouseEvent,797,179,1493283316387,mousemove
MouseEvent,755,146,1493283316394,mousemove
MouseEvent,703,115,1493283316403,mousemove
MouseEvent,641,85,1493283316410,mousemove
MouseEvent,578,53,1493283316418,mousemove
MouseEvent,513,25,1493283316426,mousemove
MouseEvent,452,3,1493283316434,mousemove
MouseEvent,393,-18,1493283316442,mousemove
MouseEvent,351,-15,1493283316450,mousemove
MouseEvent,326,-6,1493283316458,mousemove
MouseEvent,316,-3,1493283316466,mousemove
MouseEvent,312,0,1493283316474,mousemove
MouseEvent,313,0,1493283316498,mousemove
MouseEvent,319,2,1493283316506,mousemove
MouseEvent,331,7,1493283316514,mousemove
MouseEvent,362,17,1493283316523,mousemove
MouseEvent,404,33,1493283316530,mousemove
MouseEvent,460,53,1493283316538,mousemove
MouseEvent,522,75,1493283316546,mousemove
MouseEvent,589,98,1493283316554,mousemove
MouseEvent,647,117,1493283316562,mousemove
MouseEvent,694,129,1493283316570,mousemove
MouseEvent,738,142,1493283316578,mousemove
MouseEvent,768,147,1493283316586,mousemove
MouseEvent,792,150,1493283316594,mousemove
MouseEvent,805,150,1493283316602,mousemove
MouseEvent,815,150,1493283316610,mousemove
MouseEvent,821,147,1493283316618,mousemove
MouseEvent,823,144,1493283316626,mousemove
MouseEvent,825,135,1493283316634,mousemove
MouseEvent,823,122,1493283316642,mousemove
MouseEvent,814,104,1493283316650,mousemove
MouseEvent,790,73,1493283316658,mousemove
MouseEvent,756,34,1493283316666,mousemove
MouseEvent,710,-10,1493283316674,mousemove
MouseEvent,662,-47,1493283316682,mousemove
MouseEvent,611,-47,1493283316690,mousemove
MouseEvent,557,-47,1493283316698,mousemove
MouseEvent,506,-45,1493283316706,mousemove
MouseEvent,455,-42,1493283316714,mousemove
MouseEvent,421,-31,1493283316722,mousemove
MouseEvent,387,-26,1493283316730,mousemove
MouseEvent,368,-19,1493283316738,mousemove
MouseEvent,359,-9,1493283316746,mousemove
MouseEvent,357,-3,1493283316754,mousemove
MouseEvent,357,-1,1493283316762,mousemove
MouseEvent,357,-1,1493283316770,mousemove
MouseEvent,357,-1,1493283316778,mousemove
MouseEvent,357,0,1493283316794,mousemove
MouseEvent,358,0,1493283316890,mousemove
MouseEvent,359,1,1493283316898,mousemove
MouseEvent,362,11,1493283316906,mousemove
MouseEvent,366,27,1493283316914,mousemove
MouseEvent,380,56,1493283316922,mousemove
MouseEvent,396,81,1493283316930,mousemove
MouseEvent,423,104,1493283316938,mousemove
MouseEvent,458,122,1493283316946,mousemove
MouseEvent,503,138,1493283316954,mousemove
MouseEvent,571,153,1493283316962,mousemove
MouseEvent,650,166,1493283316970,mousemove
MouseEvent,734,173,1493283316978,mousemove
MouseEvent,826,177,1493283316986,mousemove
MouseEvent,917,177,1493283316994,mousemove
MouseEvent,1011,176,1493283317002,mousemove
MouseEvent,1082,163,1493283317010,mousemove
MouseEvent,1146,144,1493283317018,mousemove
MouseEvent,1205,119,1493283317026,mousemove
MouseEvent,1247,89,1493283317034,mousemove
MouseEvent,1274,52,1493283317042,mousemove
MouseEvent,1285,16,1493283317050,mousemove
MouseEvent,1286,-21,1493283317058,mousemove
MouseEvent,1279,-30,1493283317066,mousemove
MouseEvent,1253,-32,1493283317074,mousemove
MouseEvent,1211,-32,1493283317082,mousemove
MouseEvent,1154,-29,1493283317090,mousemove
MouseEvent,1083,-31,1493283317098,mousemove
MouseEvent,1008,-27,1493283317106,mousemove
MouseEvent,928,-22,1493283317114,mousemove
MouseEvent,840,-25,1493283317122,mousemove
MouseEvent,755,-18,1493283317130,mousemove
MouseEvent,676,-13,1493283317138,mousemove
MouseEvent,608,-6,1493283317146,mousemove
MouseEvent,556,0,1493283317154,mousemove
MouseEvent,518,6,1493283317162,mousemove
MouseEvent,495,14,1493283317170,mousemove
